0,0,0,0,0,0,0,0,0,0,0,0,0,0,h1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,h1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,h1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,h1,0
1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1
1,1,1,1,1,4_1_270,1,1,4_1_90,1,2,1,-1,-1,-1,-1
1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1
1,1,1,1,1,4_1_270,1,1,4_1_90,1,1,1,-1,-1,-1,-1
1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1
1,1,1,1,1,1,0,0,0,0,29,29,29,29,h3,0
1,1,1,1,1,1,0,0,0,0,29,29,29,29,h3,0
1,1,1,1,1,1,0,0,0,0,29,29,29,29,h3,0
1,1,1,1,1,1,0,0,0,0,29,29,29,29,h3,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
