12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,13
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,14
7,-1,24,6,6,6,6,18,-1,-1,24,6,12,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1
19,-1,24,6,6,6,12,18,-1,-1,24,6,24,6,6,13
7,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,9
7,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,9
7,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,8,8,8,8,14
7,-1,24,6,6,13,-1,-1,-1,-1,24,21,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,9,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,9,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,9,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,9,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,9,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,9,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,9,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1
15,8,8,8,8,8,8,8,8,8,8,14,-1,-1,-1,-1
